Term,DAnalyst,DScientist,DArchitect,DEngineer,City,State
Excel,27.9069767442,5.18134715026,5.55555555556,2.9702970297,San Jose,CA
Pig,0.729927007299,3.84615384615,8.51063829787,31.1111111111,Chicago,IL
JavaScript,3.53982300885,4.78087649402,7.5,9.67741935484,New York,NY
Excel,28.0701754386,3.55731225296,8.10810810811,2.92397660819,San Francisco,CA
MapReduce,0,20,0,28.5714285714,Boulder,CO
Flume,0,0,42.8571428571,100,St. Louis,MO
Shark,0,0,0,100,Irvine,CA
SQL,20.253164557,16.1290322581,8.33333333333,25,Baltimore,MD
Oozie,0,0,3.47826086957,0,Jersey,NJ
SAS,11.3636363636,33.3333333333,33.3333333333,0,Scottsdale,AZ
Java,7.8125,37.037037037,37.5,30,Dallas,TX
Cassandra,0,4.44444444444,8.88888888889,12.1951219512,Oakland,CA
Tableau,13.3495145631,5.6338028169,14.6551724138,5.22388059701,Newark,NJ
JavaScript,5.88235294118,21.8487394958,10,8.92857142857,Boston,MA
Excel,40.1785714286,19.2307692308,0,30,Plano,TX
Hadoop,0,40,50,100,Gilbert,AZ
Oozie,0,2.59067357513,8.33333333333,1.9801980198,San Jose,CA
SPSS,0,7.14285714286,0,0,Irvine,CA
MapReduce,0,2.5641025641,6.3829787234,20,Chicago,IL
C++,0.438596491228,9.8814229249,2.7027027027,8.18713450292,San Francisco,CA
Mahout,0,3.16205533597,0,0.584795321637,San Francisco,CA
Mahout,0,2.59067357513,5.55555555556,2.9702970297,San Jose,CA
Mahout,0,1.40845070423,4.31034482759,5.22388059701,Newark,NJ
D3,0,6.45161290323,0,0,Denver,CO
Tableau,6.34920634921,3.33333333333,0,0,Aurora,CO
SPSS,2.43902439024,20,0,0,Chandler,AZ
C++,2.55102040816,16.7381974249,10.6382978723,6.10687022901,Fremont,CA
NoSQL,0,4.34782608696,42.8571428571,100,St. Louis,MO
R,15.4838709677,41.1764705882,4,8.57142857143,LongBeach,CA
Spark,2.57352941176,21.0084033613,5,17.8571428571,Boston,MA
Java,12.6984126984,16.6666666667,26.6666666667,56.25,Aurora,CO
Pig,1.63265306122,9.62962962963,15.5555555556,15.243902439,Oakland,CA
Spark,0,12.9032258065,0,0,Baltimore,MD
Mahout,0,16.1290322581,0,0,Baltimore,MD
Pig,0.735294117647,1.68067226891,7.5,10.7142857143,Boston,MA
R,14.7058823529,48.7394957983,7.5,21.4285714286,Boston,MA
SAS,6.66666666667,33.3333333333,25,0,Mesa,AZ
Pig,2.87769784173,13.5135135135,3.57142857143,40,Atlanta,GA
Mahout,0,0,0,10,Garland,TX
D3.js,0,1.68067226891,0,0,Boston,MA
Hive,0.961538461538,17.7304964539,21.4285714286,25.8928571429,Seattle,WA
Matlab,0.892857142857,19.2307692308,0,0,Plano,TX
HBase,0,0,18.1818181818,100,St. Paul,MN
Cassandra,1.51515151515,0,12.5,100,Minneapolis,MN
Tableau,8.16326530612,3.22580645161,6.66666666667,11.1111111111,Philadelphia,PA
SQL,39.3292682927,26.455026455,42.9906542056,35.1351351351,Washington,DC
Java,2.96296296296,29.4117647059,13.6363636364,28.5714285714,Anaheim,CA
Tableau,0,33.3333333333,0,0,Columbus,OH
Tableau,13.1782945736,8.29015544041,11.1111111111,4.9504950495,San Jose,CA
JavaScript,7.62711864407,0,3.84615384615,0,Arlington,TX
Matlab,4.04411764706,6.72268907563,0,5.35714285714,Boston,MA
SQL,48.1481481481,30.4347826087,71.4285714286,100,St. Louis,MO
Perl,1.10294117647,4.20168067227,0,0,Boston,MA
R,13.0530973451,54.1832669323,10.8333333333,17.7419354839,New York,NY
Java,7.89473684211,40,50,100,Gilbert,AZ
Scala,0,2.5641025641,2.12765957447,15.5555555556,Chicago,IL
Spark,0,28.5714285714,0,100,Irvine,CA
Perl,3.50877192982,3.55731225296,2.7027027027,9.3567251462,San Francisco,CA
Perl,1.5503875969,4.66321243523,0,7.92079207921,San Jose,CA
Ruby,0.892857142857,7.69230769231,0,0,Plano,TX
SQL,34.9206349206,20,80,50,Aurora,CO
Spark,3.84615384615,11.1111111111,22.2222222222,40,Garland,TX
ZooKeeper,0,0,4.34782608696,0,Jersey,NJ
Hadoop,4.38596491228,36.7588932806,27.027027027,39.7660818713,San Francisco,CA
D3,0,2.37154150198,0,0.584795321637,San Francisco,CA
Hadoop,6.12244897959,34.4444444444,28.8888888889,42.6829268293,Oakland,CA
JavaScript,7.74193548387,9.80392156863,4,2.85714285714,LongBeach,CA
Cassandra,0,0,0,22.2222222222,Philadelphia,PA
Python,3.0303030303,25,12.5,0,Minneapolis,MN
Java,2.63157894737,29.6442687747,29.7297297297,40.350877193,San Francisco,CA
JavaScript,2.7027027027,25,4.54545454545,0,St. Paul,MN
Cassandra,1.37931034483,22.5806451613,21.2121212121,10,Irving,TX
JavaScript,2.63157894737,6.45161290323,37.5,27.2727272727,Denver,CO
HBase,0.77519379845,3.62694300518,22.2222222222,21.7821782178,San Jose,CA
Java,9.65517241379,41.935483871,30.303030303,30,Irving,TX
Scala,0,0,0,14.6341463415,Los Angeles,CA
Shark,0,0,0,9.09090909091,Denver,CO
Excel,25.3968253968,10,0,18.75,Aurora,CO
Perl,11.1111111111,3.33333333333,0,18.75,Aurora,CO
MapReduce,0.645161290323,1.96078431373,0,14.2857142857,LongBeach,CA
Pig,0,23.0769230769,0,100,Santa Ana,CA
Tableau,13.5964912281,6.71936758893,8.10810810811,11.6959064327,San Francisco,CA
Excel,41.7682926829,4.7619047619,14.953271028,9.45945945946,Washington,DC
Flume,0,0,22.2222222222,15,Austin,TX
NoSQL,3.94736842105,9.8814229249,21.6216216216,15.2046783626,San Francisco,CA
Mahout,0,1.28205128205,2.12765957447,2.22222222222,Chicago,IL
Pig,6.89655172414,22.5806451613,18.1818181818,20,Irving,TX
Cassandra,0,0,13.6363636364,100,St. Paul,MN
Flume,0,1.96078431373,0,0,LongBeach,CA
Python,10.6707317073,33.8624338624,5.60747663551,43.2432432432,Washington,DC
Perl,0.740740740741,8.82352941176,0,21.4285714286,Anaheim,CA
Hive,7.58620689655,45.1612903226,18.1818181818,30,Irving,TX
NoSQL,0,2.94117647059,27.2727272727,0,Anaheim,CA
D3.js,0.78125,0,0,0,Dallas,TX
Pig,0.552486187845,13.0434782609,0,14.6341463415,Los Angeles,CA
SAS,11.5384615385,19.1489361702,0,0.892857142857,Seattle,WA
D3.js,0,1.05633802817,0,0,Newark,NJ
Ruby,0.847457627119,15.7894736842,0,0,Arlington,TX
Excel,42.5806451613,15.6862745098,4,22.8571428571,LongBeach,CA
HBase,0,8.51063829787,14.2857142857,14.2857142857,Seattle,WA
Hadoop,8.16326530612,38.7096774194,6.66666666667,66.6666666667,Philadelphia,PA
Excel,18.75,33.3333333333,33.3333333333,16.6666666667,Columbus,OH
Oozie,0,3.55731225296,0,3.50877192982,San Francisco,CA
SAS,15.625,0,0,0,Columbus,OH
MongoDB,0,4.34782608696,0,0,St. Louis,MO
R,12.5,33.3333333333,0,0,Columbus,OH
Python,2.27272727273,35.7142857143,0,0,Irvine,CA
Python,9.375,33.3333333333,0,16.6666666667,Columbus,OH
C++,2.58064516129,3.92156862745,0,2.85714285714,LongBeach,CA
MongoDB,0,0,0,16.6666666667,Columbus,OH
Oozie,0,0,0,16.6666666667,Columbus,OH
Pig,0,0,25,0,Mesa,AZ
R,21.7054263566,43.0051813472,13.8888888889,15.8415841584,San Jose,CA
Perl,0.884955752212,3.18725099602,9.16666666667,5.64516129032,New York,NY
JavaScript,2.22222222222,0,0,0,Glendale,AZ
Python,0,50,0,33.3333333333,Glendale,AZ
Spark,0,33.3333333333,0,66.6666666667,Glendale,AZ
HBase,0,16.6666666667,0,66.6666666667,Glendale,AZ
Hive,0,0,33.3333333333,33.3333333333,Glendale,AZ
Shark,0,0,0,33.3333333333,Glendale,AZ
MapReduce,0,0,0,33.3333333333,Glendale,AZ
Tableau,15.5555555556,33.3333333333,50,0,Mesa,AZ
Java,6.66666666667,33.3333333333,50,33.3333333333,Mesa,AZ
Perl,0,16.6666666667,0,0,Mesa,AZ
Spark,0,16.6666666667,0,33.3333333333,Mesa,AZ
SPSS,0,16.6666666667,0,0,Mesa,AZ
Hive,0,0,25,0,Mesa,AZ
Flume,0,0,0,33.3333333333,Mesa,AZ
JavaScript,10.8108108108,0,20,0,SanDiego,CA
Python,8.10810810811,47.0588235294,10,66.6666666667,SanDiego,CA
Hadoop,8.10810810811,47.0588235294,40,66.6666666667,SanDiego,CA
Pig,5.40540540541,11.7647058824,0,0,SanDiego,CA
Cassandra,5.40540540541,5.88235294118,20,0,SanDiego,CA
Perl,2.7027027027,0,0,0,SanDiego,CA
C++,0,29.4117647059,10,100,SanDiego,CA
D3.js,2.74390243902,1.0582010582,0.934579439252,0,Washington,DC
Matlab,0,23.5294117647,0,0,SanDiego,CA
