Term,DAnalyst,DScientist,DArchitect,City,State
D3,0,1.03626943005,0,San Jose,CA
Excel,25.3968253968,10,0,Aurora,CO
HBase,0,0,0,Santa Ana,CA
Tableau,0,33.3333333333,0,Columbus,OH
SPSS,4.20353982301,7.17131474104,0.833333333333,New York,NY
HBase,0,0,0,Anaheim,CA
Ruby,2.5641025641,0,0,Detroit,MI
JavaScript,3.53982300885,4.78087649402,7.5,New York,NY
Excel,38.9830508475,21.0526315789,3.84615384615,Arlington,TX
Pig,2.63157894737,12.9032258065,0,Denver,CO
R,1.26582278481,41.935483871,0,Baltimore,MD
MapReduce,0.689655172414,32.2580645161,9.09090909091,Irving,TX
Scala,0,6.3829787234,35.7142857143,Seattle,WA
Oozie,0,0,11.1111111111,Austin,TX
Cassandra,2.34375,18.5185185185,16.6666666667,Dallas,TX
Java,8.52713178295,31.0880829016,33.3333333333,San Jose,CA
Tableau,16.7346938776,5.18518518519,6.66666666667,Oakland,CA
Pig,2.87769784173,13.5135135135,3.57142857143,Atlanta,GA
Hadoop,4.54545454545,42.8571428571,33.3333333333,Irvine,CA
Ruby,0.689655172414,9.67741935484,0,Irving,TX
Tableau,6.34920634921,3.33333333333,0,Aurora,CO
SQL,70.5882352941,0,33.3333333333,Nashville,TN
SAS,11.4285714286,11.8518518519,0,Oakland,CA
Mahout,0,7.14285714286,0,Irvine,CA
Pig,0,0,0,Chandler,AZ
SQL,44.2307692308,34.0425531915,57.1428571429,Seattle,WA
Spark,0,0,22.2222222222,Durham,NC
MapReduce,0.552486187845,6.52173913043,0,Los Angeles,CA
Tableau,3.63636363636,20,0,Charlotte,NC
Python,3.44827586207,38.4615384615,0,Santa Ana,CA
Tableau,9.09090909091,33.3333333333,33.3333333333,Scottsdale,AZ
MapReduce,0.468384074941,8.33333333333,5.21739130435,Jersey,NJ
Excel,29.7872340426,0,0,Boulder,CO
Excel,27.9069767442,5.18134715026,5.55555555556,San Jose,CA
Tableau,13.4146341463,6.34920634921,3.73831775701,Washington,DC
Oozie,0,0,0,Seattle,WA
MongoDB,0.367647058824,4.20168067227,0,Boston,MA
MapReduce,0.645161290323,1.96078431373,0,LongBeach,CA
D3,0.442477876106,1.59362549801,0,New York,NY
MapReduce,0,0,0,Chandler,AZ
Perl,1.96078431373,33.3333333333,0,Tampa,FL
SAS,7.93650793651,16.6666666667,6.66666666667,Aurora,CO
Matlab,4.25531914894,10,0,Boulder,CO
Spark,0,0,25,Raleigh,NC
Cassandra,0,0,7.14285714286,Detroit,MI
C++,0.78125,11.1111111111,4.16666666667,Dallas,TX
Matlab,2.88461538462,13.475177305,0,Seattle,WA
Hadoop,0,50,66.6666666667,Glendale,AZ
D3,0,13.3333333333,0,Boulder,CO
Hive,2.18446601942,14.7887323944,13.7931034483,Newark,NJ
HBase,0,0,16.6666666667,Minneapolis,MN
SPSS,2.27272727273,20,0,Phoenix,AZ
Flume,0,3.22580645161,9.09090909091,Irving,TX
Ruby,0,5.92885375494,5.40540540541,San Francisco,CA
SAS,13.5483870968,25.4901960784,0,LongBeach,CA
HBase,1.31578947368,3.22580645161,0,Denver,CO
JavaScript,3.0701754386,5.92885375494,16.2162162162,San Francisco,CA
Pig,0,16.1290322581,6.66666666667,Philadelphia,PA
Perl,1.02040816327,5.15021459227,0,Fremont,CA
NoSQL,0.367647058824,9.24369747899,5,Boston,MA
Shark,0,0,0,Glendale,AZ
ZooKeeper,0,0,42.8571428571,St. Louis,MO
Spark,0,13.0434782609,42.8571428571,St. Louis,MO
SPSS,2.22222222222,16.6666666667,0,Glendale,AZ
MapReduce,0,0,0,Columbus,OH
Tableau,13.28125,22.2222222222,4.16666666667,Dallas,TX
Cassandra,0,0,0,Aurora,CO
Hadoop,0,33.3333333333,66.6666666667,Scottsdale,AZ
NoSQL,2.27272727273,0,0,Irvine,CA
SAS,1.85185185185,17.3913043478,0,St. Louis,MO
MapReduce,0.78125,29.6296296296,8.33333333333,Dallas,TX
Tableau,12.7659574468,3.33333333333,0,Boulder,CO
Python,3.92156862745,66.6666666667,0,Tampa,FL
MapReduce,0,5.88235294118,20,SanDiego,CA
C++,0,0,25,Denver,CO
MapReduce,0.77519379845,5.18134715026,8.33333333333,San Jose,CA
Pig,5.40540540541,11.7647058824,0,SanDiego,CA
Perl,0,14.8148148148,4.16666666667,Dallas,TX
Excel,33.3333333333,4.34782608696,0,St. Louis,MO
NoSQL,0.645161290323,5.88235294118,20,LongBeach,CA
Perl,0,0,8.33333333333,Houston,TX
HBase,0.510204081633,5.15021459227,17.0212765957,Fremont,CA
Hadoop,5.97345132743,27.4900398406,20.8333333333,New York,NY
SPSS,0,16.6666666667,0,Mesa,AZ
Shark,0,0,0,Scottsdale,AZ
Matlab,2.08333333333,16.6666666667,0,FortWorth,TX
Shark,3.84615384615,6.66666666667,0,Detroit,MI
C++,2.5641025641,6.66666666667,7.14285714286,Detroit,MI
Spark,2.57352941176,21.0084033613,5,Boston,MA
Java,7.19424460432,37.8378378378,17.8571428571,Atlanta,GA
Pig,9.375,33.3333333333,0,Columbus,OH
Java,7.8125,37.037037037,37.5,Dallas,TX
Perl,2.58064516129,5.88235294118,0,LongBeach,CA
Scala,0,14.8148148148,20.8333333333,Dallas,TX
JavaScript,2.22222222222,0,0,Glendale,AZ
SQL,43.9393939394,25,45.8333333333,Minneapolis,MN
Perl,0,16.6666666667,0,Mesa,AZ
SAS,12.5925925926,32.3529411765,0,Anaheim,CA
Perl,2.27272727273,0,0,Irvine,CA
JavaScript,7.8125,0,0,Dallas,TX
D3,0,6.25,0,Austin,TX
Hadoop,12.7118644068,52.6315789474,42.3076923077,Arlington,TX
HBase,0,8.51063829787,14.2857142857,Seattle,WA
Java,3.44827586207,23.0769230769,0,Santa Ana,CA
JavaScript,4.44964871194,5,5.21739130435,Jersey,NJ
JavaScript,6.89655172414,0,0,Irving,TX
SPSS,6.66666666667,8.82352941176,0,Anaheim,CA
Python,0,50,0,Glendale,AZ
NoSQL,1.31578947368,3.22580645161,37.5,Denver,CO
Flume,0.442477876106,0,6.66666666667,New York,NY
SQL,45.9459459459,43.75,72.2222222222,Austin,TX
Spark,2.19298245614,26.4822134387,10.8108108108,San Francisco,CA
SPSS,1.26582278481,12.9032258065,0,Baltimore,MD
SAS,23.0769230769,25,22.2222222222,Durham,NC
Oozie,0,1.28205128205,2.12765957447,Chicago,IL
Spark,5.08474576271,10.5263157895,15.3846153846,Arlington,TX
Scala,1.5873015873,3.33333333333,0,Aurora,CO
SAS,16.2162162162,17.6470588235,10,SanDiego,CA
Perl,0,16.6666666667,0,FortWorth,TX
JavaScript,5.18518518519,5.88235294118,0,Anaheim,CA
SQL,34.0425531915,26.6666666667,100,Boulder,CO
Hive,4.04411764706,15.1260504202,10,Boston,MA
Matlab,3.6496350365,15.3846153846,0,Chicago,IL
Mahout,0,0,6.66666666667,Philadelphia,PA
SPSS,1.43884892086,2.7027027027,3.57142857143,Atlanta,GA
Scala,0,19.3548387097,18.1818181818,Irving,TX
SAS,11.3924050633,16.1290322581,0,Baltimore,MD
MapReduce,2.88461538462,10.6382978723,14.2857142857,Seattle,WA
Spark,0,16.6666666667,0,Scottsdale,AZ
MongoDB,0,12.9032258065,0,Philadelphia,PA
Perl,0.740740740741,8.82352941176,0,Anaheim,CA
Mahout,1.51515151515,0,0,Minneapolis,MN
Matlab,2.27272727273,7.14285714286,0,Irvine,CA
R,4.44444444444,50,0,Glendale,AZ
Oozie,0.892857142857,0,15,Plano,TX
R,0,25,8.33333333333,Houston,TX
SQL,37.8676470588,40.3361344538,55,Boston,MA
SQL,34.2105263158,35.5731225296,43.2432432432,San Francisco,CA
MongoDB,2.32558139535,4.14507772021,8.33333333333,San Jose,CA
SPSS,2.94117647059,10.0840336134,0,Boston,MA
Hadoop,3.94736842105,19.3548387097,0,Denver,CO
SAS,7.74336283186,16.3346613546,7.5,New York,NY
Excel,29.5454545455,0,0,Phoenix,AZ
Perl,0.729927007299,5.12820512821,2.12765957447,Chicago,IL
Cassandra,5.40540540541,5.88235294118,20,SanDiego,CA
Hadoop,2.22222222222,41.1764705882,27.2727272727,Anaheim,CA
MongoDB,0,0,0,Columbus,OH
NoSQL,0,0,22.2222222222,Durham,NC
Excel,41.1764705882,66.6666666667,0,Tampa,FL
Java,3.84615384615,6.66666666667,14.2857142857,Detroit,MI
HBase,0,16.6666666667,0,Scottsdale,AZ
Tableau,10.5386416862,6.66666666667,14.7826086957,Jersey,NJ
Hadoop,4.04411764706,19.3277310924,12.5,Boston,MA
Scala,0,15.3846153846,20,Plano,TX
R,9.45945945946,75,4.54545454545,St. Paul,MN
SPSS,5.46875,18.5185185185,0,Dallas,TX
Pig,0.552486187845,13.0434782609,0,Los Angeles,CA
Pig,0.729927007299,3.84615384615,8.51063829787,Chicago,IL
Tableau,17.9487179487,25,0,Raleigh,NC
Perl,1.10497237569,13.0434782609,0,Los Angeles,CA
Tableau,10.9677419355,7.8431372549,20,LongBeach,CA
Hive,0,0,13.6363636364,St. Paul,MN
SQL,34.9206349206,20,80,Aurora,CO
Spark,0,9.67741935484,0,Denver,CO
NoSQL,0,0,14.2857142857,Miami,FL
Ruby,0,11.1111111111,0,Garland,TX
Oozie,2.87769784173,0,3.57142857143,Atlanta,GA
Flume,0,2.94117647059,0,Anaheim,CA
D3.js,0,1.68067226891,0,Boston,MA
Pig,10.4166666667,16.6666666667,0,FortWorth,TX
MapReduce,0,0,0,Phoenix,AZ
NoSQL,0,2.94117647059,27.2727272727,Anaheim,CA
Flume,0,0,0,Glendale,AZ
Tableau,8.82352941176,100,0,Nashville,TN
Spark,3.1007751938,17.0984455959,30.5555555556,San Jose,CA
SAS,6.57894736842,12.9032258065,0,Denver,CO
Mahout,0,3.22580645161,3.0303030303,Irving,TX
D3.js,0,0.796812749004,0,New York,NY
Perl,0,0,0,Columbus,OH
SPSS,5.55555555556,4.34782608696,0,St. Louis,MO
MapReduce,0,0,16.6666666667,Houston,TX
Oozie,0,0,8.33333333333,Houston,TX
Excel,41.7682926829,4.7619047619,14.953271028,Washington,DC
NoSQL,3.84615384615,13.3333333333,14.2857142857,Detroit,MI
Excel,41.1764705882,0,0,Nashville,TN
SAS,20.5882352941,0,0,Nashville,TN
Java,12.6984126984,16.6666666667,26.6666666667,Aurora,CO
Hadoop,2.63157894737,9.09090909091,27.2727272727,Cincinnati,OH
Python,11.7647058824,0,0,Nashville,TN
SPSS,8.82352941176,0,0,Nashville,TN
Java,1.10497237569,21.7391304348,23.0769230769,Los Angeles,CA
R,0,0,33.3333333333,Nashville,TN
Excel,30.2325581395,30,0,Portland,OR
JavaScript,2.32558139535,0,0,Portland,OR
Python,8.10810810811,47.0588235294,10,SanDiego,CA
Java,2.32558139535,20,0,Portland,OR
Scala,0,30,0,Portland,OR
D3,0,5.88235294118,0,SanDiego,CA
JavaScript,2.5641025641,0,0,Durham,NC
HBase,0.242718446602,1.76056338028,12.0689655172,Newark,NJ
Hadoop,0,30,40,Portland,OR
Spark,0,30,40,Portland,OR
Ruby,0.77519379845,2.59067357513,2.77777777778,San Jose,CA
SQL,27.027027027,23.5294117647,60,SanDiego,CA
Python,0,20,20,Portland,OR
Hive,0,20,20,Portland,OR
D3.js,0,20,0,Portland,OR
NoSQL,0,0,60,Portland,OR
MongoDB,0.242718446602,6.33802816901,6.03448275862,Newark,NJ
Cassandra,0,0,20,Portland,OR
Excel,40,66.6666666667,0,St.Petersburg,FL
Cassandra,0,0,0,Boulder,CO
JavaScript,14,0,0,St.Petersburg,FL
SAS,12,100,0,St.Petersburg,FL
SPSS,0,100,0,Hialeah,FL
Tableau,8,33.3333333333,16.6666666667,St.Petersburg,FL
R,6,100,0,St.Petersburg,FL
Java,2,0,16.6666666667,St.Petersburg,FL
Python,2,66.6666666667,0,St.Petersburg,FL
JavaScript,5.40540540541,6.25,11.1111111111,Austin,TX
Matlab,0,33.3333333333,0,St.Petersburg,FL
Spark,0,33.3333333333,0,St.Petersburg,FL
JavaScript,5.88235294118,21.8487394958,10,Boston,MA
NoSQL,0,0,33.3333333333,St.Petersburg,FL
Oozie,0,0,0,Columbus,OH
Pig,0,0,16.6666666667,St.Petersburg,FL
